Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)
A4VRM9	FPG_PSEU5	reviewed	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg PST_4007	Pseudomonas stutzeri (strain A1501)	270	base-excision repair [GO:0006284]
A4VKE8	LEUD_PSEU5	reviewed	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuD PST_1773	Pseudomonas stutzeri (strain A1501)	215	branched-chain amino acid biosynthetic process [GO:0009082]; leucine biosynthetic process [GO:0009098]
Q2K2U9	LPXE_RHIEC	reviewed	Lipid A 1-phosphatase (EC 3.1.-.-)	lpxE RHE_CH04094	Rhizobium etli (strain CFN 42 / ATCC 51251)	232	lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]; response to antibiotic [GO:0046677]
Q5LRP4	HFQ_RUEPO	reviewed	RNA-binding protein Hfq	hfq SPO2081	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) (Silicibacter pomeroyi)	79	nitrogen fixation [GO:0009399]; regulation of transcription, DNA-templated [GO:0006355]
P42511	LGB_CANLI	reviewed	Leghemoglobin		Canavalia lineata (Beach bean) (Dolichos lineatus)	149	
A4VKF4	TRPF_PSEU5	reviewed	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	trpF PST_1779	Pseudomonas stutzeri (strain A1501)	207	tryptophan biosynthetic process [GO:0000162]
A4VHK1	TRPC_PSEU5	reviewed	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	trpC PST_0747	Pseudomonas stutzeri (strain A1501)	278	tryptophan biosynthetic process [GO:0000162]
A4VGE5	UBIE_PSEU5	reviewed	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE PST_0340	Pseudomonas stutzeri (strain A1501)	256	aerobic respiration [GO:0009060]; menaquinone biosynthetic process [GO:0009234]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]
A4VLU7	SYS_PSEU5	reviewed	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS PST_2289	Pseudomonas stutzeri (strain A1501)	426	selenocysteine biosynthetic process [GO:0016260]; selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; seryl-tRNA aminoacylation [GO:0006434]
A4VRK5	THIG_PSEU5	reviewed	Thiazole synthase (EC 2.8.1.10)	thiG PST_3983	Pseudomonas stutzeri (strain A1501)	264	thiamine diphosphate biosynthetic process [GO:0009229]
P26486	Y3451_AZOC5	reviewed	UPF0437 protein AZC_3451 (ORF1)	AZC_3451	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	69	nitrogen fixation [GO:0009399]
P27394	FDXN_BRADU	reviewed	Ferredoxin-like protein in nif region	frxA bsr1760	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	74	nitrogen fixation [GO:0009399]
P07694	GLNA3_PEA	reviewed	Glutamine synthetase root isozyme A (EC 6.3.1.2) (Cytosolic GS3 A) (Glutamate--ammonia ligase)	GS3A	Pisum sativum (Garden pea)	357	glutamine biosynthetic process [GO:0006542]
P08282	GLNA1_PEA	reviewed	Glutamine synthetase nodule isozyme (EC 6.3.1.2) (Cytosolic GS1) (Glutamate--ammonia ligase)	GS1	Pisum sativum (Garden pea)	355	glutamine biosynthetic process [GO:0006542]
A4VGS8	Y473_PSEU5	reviewed	UPF0758 protein PST_0473	PST_0473	Pseudomonas stutzeri (strain A1501)	224	
A4VS82	YIDC_PSEU5	reviewed	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	yidC PST_4211	Pseudomonas stutzeri (strain A1501)	556	protein transport [GO:0015031]
A4VQW0	UREG_PSEU5	reviewed	Urease accessory protein UreG	ureG PST_3738	Pseudomonas stutzeri (strain A1501)	204	nitrogen compound metabolic process [GO:0006807]
A4VFG6	SYGB_PSEU5	reviewed	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS PST_0009	Pseudomonas stutzeri (strain A1501)	684	arginyl-tRNA aminoacylation [GO:0006420]; glycyl-tRNA aminoacylation [GO:0006426]
A4VIR4	Y1170_PSEU5	reviewed	UPF0246 protein PST_1170	PST_1170	Pseudomonas stutzeri (strain A1501)	259	
A4VND9	TSDB_PSEU5	reviewed	Thiosulfate dehydrogenase electron acceptor	tsdB PST_2844	Pseudomonas stutzeri (strain A1501)	216	
A4VQU8	URED_PSEU5	reviewed	Urease accessory protein UreD	ureD PST_3726	Pseudomonas stutzeri (strain A1501)	277	nitrogen compound metabolic process [GO:0006807]
Q47887	YNIU_FRAAL	reviewed	Uncharacterized protein in nifB-nifU intergenic region (ORF2)		Frankia alni	135	iron-sulfur cluster assembly [GO:0016226]
A4VPP4	TPIS_PSEU5	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA PST_3316	Pseudomonas stutzeri (strain A1501)	251	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]
A4VJV1	TRUD_PSEU5	reviewed	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	truD PST_1567	Pseudomonas stutzeri (strain A1501)	346	tRNA pseudouridine synthesis [GO:0031119]
A4VGL9	TYSY_PSEU5	reviewed	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA PST_0414	Pseudomonas stutzeri (strain A1501)	264	dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; methylation [GO:0032259]
A4VIG6	Y1070_PSEU5	reviewed	UPF0102 protein PST_1070	PST_1070	Pseudomonas stutzeri (strain A1501)	120	
A4VNB4	SYP_PSEU5	reviewed	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS PST_2819	Pseudomonas stutzeri (strain A1501)	571	prolyl-tRNA aminoacylation [GO:0006433]
A4VR38	THIC_PSEU5	reviewed	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC PST_3816	Pseudomonas stutzeri (strain A1501)	627	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
P46042	YNI3_FRAAL	reviewed	UPF0460 protein in nifX-nifW intergenic region (ORF3)		Frankia alni	147	nitrogen fixation [GO:0009399]
A4VN63	Y2764_PSEU5	reviewed	Putative hydro-lyase PST_2764 (EC 4.2.1.-)	PST_2764	Pseudomonas stutzeri (strain A1501)	265	
A4VJA8	Y1364_PSEU5	reviewed	YcgL domain-containing protein PST_1364	PST_1364	Pseudomonas stutzeri (strain A1501)	97	
A4VGU2	XPT_PSEU5	reviewed	Xanthine phosphoribosyltransferase (XPRTase) (EC 2.4.2.22)	xpt PST_0487	Pseudomonas stutzeri (strain A1501)	190	purine ribonucleoside salvage [GO:0006166]; xanthine metabolic process [GO:0046110]; XMP salvage [GO:0032265]
A4VLX7	UBIG_PSEU5	reviewed	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	ubiG PST_2323	Pseudomonas stutzeri (strain A1501)	232	methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]
P33982	Y3926_AZOC5	reviewed	Probable ABC transporter ATP-binding protein AZC_3926 (ORF1)	AZC_3926	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	281	
A4VI91	Y995_PSEU5	reviewed	PKHD-type hydroxylase PST_0995 (EC 1.14.11.-)	PST_0995	Pseudomonas stutzeri (strain A1501)	226	
A4VRK8	MTGA_PSEU5	reviewed	Biosynthetic peptidoglycan transglycosylase (EC 2.4.1.129) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA PST_3986	Pseudomonas stutzeri (strain A1501)	242	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
P10576	NTRC_BRASR	reviewed	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I) (NRI)	ntrC	Bradyrhizobium sp. (strain RP501 Parasponia)	480	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]; regulation of transcription, DNA-templated [GO:0006355]
P06218	NTRB_KLEOX	reviewed	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	ntrB	Klebsiella oxytoca	349	nitrogen fixation [GO:0009399]; regulation of transcription, DNA-templated [GO:0006355]
P41502	NTRC_RHILP	reviewed	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I) (NRI) (Fragment)	ntrC	Rhizobium leguminosarum bv. phaseoli	26	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
A4VPK9	PUR9_PSEU5	reviewed	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH PST_3279	Pseudomonas stutzeri (strain A1501)	534	'de novo' IMP biosynthetic process [GO:0006189]
A4VHN2	RL23_PSEU5	reviewed	50S ribosomal protein L23	rplW PST_0786	Pseudomonas stutzeri (strain A1501)	99	translation [GO:0006412]
P19077	NIFN_RHOCA	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN	nifN	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	461	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
P26506	NIFE_BRADU	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE	nifE blr1745	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	547	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
B8FAC4	NIFH_DESAL	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Dalk_1522	Desulfatibacillum aliphaticivorans	274	nitrogen fixation [GO:0009399]
A4VS84	RNPA_PSEU5	reviewed	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA PST_4213	Pseudomonas stutzeri (strain A1501)	131	tRNA 5'-leader removal [GO:0001682]
P93848	LGB2_VICFA	reviewed	Leghemoglobin 29 (VfLb29)	LB29	Vicia faba (Broad bean) (Faba vulgaris)	148	
A4VJT3	LPXA_PSEU5	reviewed	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA PST_1549	Pseudomonas stutzeri (strain A1501)	258	lipid A biosynthetic process [GO:0009245]
A4VL35	LIFO_PSEU5	reviewed	Lipase chaperone (Lipase activator protein) (Lipase foldase) (Lipase helper protein) (Lipase modulator)	lifO PST_2015	Pseudomonas stutzeri (strain A1501)	335	lipid catabolic process [GO:0016042]; protein folding [GO:0006457]
A4VHN8	RL29_PSEU5	reviewed	50S ribosomal protein L29	rpmC PST_0792	Pseudomonas stutzeri (strain A1501)	63	translation [GO:0006412]
P95296	NIFK_METTM	reviewed	Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifK MTBMA_c01500	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	459	nitrogen fixation [GO:0009399]
P09135	NIFY_KLEPN	reviewed	Protein NifY	nifY	Klebsiella pneumoniae	229	nitrogen fixation [GO:0009399]
Q2JHN6	NIFW_SYNJB	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW CYB_0406	Synechococcus sp. (strain JA-2-3B'a(2-13)) (Cyanobacteria bacterium Yellowstone B-Prime)	121	nitrogen fixation [GO:0009399]
A4VJ99	NIFW_PSEU5	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW PST_1355	Pseudomonas stutzeri (strain A1501)	115	nitrogen fixation [GO:0009399]
P0A3U2	NIFZ_KLEPN	reviewed	Protein NifZ	nifZ	Klebsiella pneumoniae	148	nitrogen fixation [GO:0009399]
P08738	NIFN_KLEPN	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN	nifN	Klebsiella pneumoniae	461	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
P08624	NIFH2_METIV	reviewed	Nitrogenase iron protein 2 (EC 1.18.6.1) (Nitrogenase Fe protein 2) (Nitrogenase component II) (Nitrogenase reductase)	nifH2	Methanobacterium ivanovii	263	nitrogen fixation [GO:0009399]
Q07180	NIFW_RHOCA	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	112	nitrogen fixation [GO:0009399]
Q52071	NIFW_ENTAG	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW	Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans)	112	nitrogen fixation [GO:0009399]
Q47922	NIFH_FRASE	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Frankia sp. (strain EuIK1)	287	nitrogen fixation [GO:0009399]
P56265	NIFB_KLEOX	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB) (Fragment)	nifB	Klebsiella oxytoca	137	nitrogen fixation [GO:0009399]
A8L2C4	NIFH_FRASN	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Franean1_6881	Frankia sp. (strain EAN1pec)	289	nitrogen fixation [GO:0009399]
P55689	NIFW_SINFN	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW NGR_a00940 y4wK	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	150	nitrogen fixation [GO:0009399]
P25314	NIFK_AZOBR	reviewed	Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifK	Azospirillum brasilense	521	nitrogen fixation [GO:0009399]
P19905	NTRC_VIBAL	reviewed	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I) (NRI) (Fragment)	ntrC	Vibrio alginolyticus	27	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
P0AFB7	NTRB_SHIFL	reviewed	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	glnL SF3939 S3807	Shigella flexneri	349	nitrogen fixation [GO:0009399]; regulation of transcription, DNA-templated [GO:0006355]
O31183	NIFH_RHOSH	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Rhodobacter sphaeroides (Rhodopseudomonas sphaeroides)	291	nitrogen fixation [GO:0009399]
Q3AR70	NIFH_CHLCH	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Cag_1244	Chlorobium chlorochromatii (strain CaD3)	274	nitrogen fixation [GO:0009399]
P06120	NIFD_BRASP	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD	Bradyrhizobium sp. (strain ANU 289)	500	nitrogen fixation [GO:0009399]
B3EL81	NIFH_CHLPB	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Cphamn1_1751	Chlorobium phaeobacteroides (strain BS1)	274	nitrogen fixation [GO:0009399]
C0QKK8	NIFH_DESAH	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH HRM2_09670	Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2)	273	nitrogen fixation [GO:0009399]
Q40339	NO12B_MEDSA	reviewed	Early nodulin-12B (N-12B)	ENOD12B	Medicago sativa (Alfalfa)	113	nodulation [GO:0009877]
P10322	NO25_MEDSA	reviewed	Nodulin-25 (N-25)	NMS-25	Medicago sativa (Alfalfa)	246	nodulation [GO:0009877]
P55690	NIFS_SINFN	reviewed	Cysteine desulfurase (EC 2.8.1.7) (Nitrogenase metalloclusters biosynthesis protein NifS)	nifS NGR_a00930 y4wL	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	387	cellular amino acid metabolic process [GO:0006520]; nitrogen fixation [GO:0009399]
P20627	NIFB_NOSS1	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	nifB all1517	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	475	nitrogen fixation [GO:0009399]
Q9FA11	NIFW_GLUDA	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW GDI0450 Gdia_1556	Gluconacetobacter diazotrophicus (strain ATCC 49037 / DSM 5601 / CCUG 37298 / CIP 103539 / LMG 7603 / PAl5)	107	nitrogen fixation [GO:0009399]
P27714	NIFB_HERSE	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	nifB	Herbaspirillum seropedicae	525	nitrogen fixation [GO:0009399]
P20622	NIFK_METTL	reviewed	Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I) (Fragment)	nifK	Methanothermococcus thermolithotrophicus (Methanococcus thermolithotrophicus)	79	nitrogen fixation [GO:0009399]
Q50785	NIFH1_METTM	reviewed	Nitrogenase iron protein 1 (EC 1.18.6.1) (Nitrogenase Fe protein 1) (Nitrogenase component II) (Nitrogenase reductase)	nifH1 nifH MTBMA_c01460	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	275	nitrogen fixation [GO:0009399]
P06121	NIFD_BRADU	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD blr1743	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	500	nitrogen fixation [GO:0009399]
Q9AKT8	NIFH1_PAEDU	reviewed	Nitrogenase iron protein 1 (EC 1.18.6.1) (Nitrogenase Fe protein 1) (Nitrogenase component II) (Nitrogenase reductase)	nifH1 nifH	Paenibacillus durus (Paenibacillus azotofixans)	292	nitrogen fixation [GO:0009399]
C4LAS5	NIFH_TOLAT	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Tola_0650	Tolumonas auensis (strain DSM 9187 / TA4)	295	nitrogen fixation [GO:0009399]
Q47G67	NIFH_DECAR	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Daro_1415	Dechloromonas aromatica (strain RCB)	296	nitrogen fixation [GO:0009399]
O07642	NIFD_CROS5	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD cce_0560	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	480	nitrogen fixation [GO:0009399]
Q53203	NIFZ_SINFN	reviewed	Putative NifZ protein	nifZ NGR_a01290 y4uK	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	108	nitrogen fixation [GO:0009399]
Q2J4F8	NIFH_FRACC	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Francci3_4488	Frankia casuarinae (strain DSM 45818 / CECT 9043 / CcI3)	287	nitrogen fixation [GO:0009399]
P00465	NIFD_RHILT	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I) (Fragment)	nifD	Rhizobium leguminosarum bv. trifolii	141	nitrogen fixation [GO:0009399]
B7JA99	NIFH_ACIF2	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH AFE_1522	Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455) (Ferrobacillus ferrooxidans (strain ATCC 23270))	296	nitrogen fixation [GO:0009399]
A4VQP1	MIAA_PSEU5	reviewed	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA PST_3669	Pseudomonas stutzeri (strain A1501)	323	tRNA processing [GO:0008033]
A4VJH6	Y1436_PSEU5	reviewed	UPF0270 protein PST_1436	PST_1436	Pseudomonas stutzeri (strain A1501)	75	
A4VLN9	Y2231_PSEU5	reviewed	Probable RNA methyltransferase PST_2231 (EC 2.1.1.-)	PST_2231	Pseudomonas stutzeri (strain A1501)	342	rRNA processing [GO:0006364]
A4VI46	Y950_PSEU5	reviewed	UPF0114 protein PST_0950	PST_0950	Pseudomonas stutzeri (strain A1501)	162	
A4VQY5	YBEY_PSEU5	reviewed	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY PST_3763	Pseudomonas stutzeri (strain A1501)	160	rRNA processing [GO:0006364]
A4VP90	Y3153_PSEU5	reviewed	UPF0234 protein PST_3153	PST_3153	Pseudomonas stutzeri (strain A1501)	159	
A4VIC4	Y1028_PSEU5	reviewed	Nucleotide-binding protein PST_1028	PST_1028	Pseudomonas stutzeri (strain A1501)	285	
P33988	Y3924_AZOC5	reviewed	Uncharacterized protein AZC_3924 (ORF3)	AZC_3924	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	84	
A4VGW3	XERC_PSEU5	reviewed	Tyrosine recombinase XerC	xerC PST_0508	Pseudomonas stutzeri (strain A1501)	299	cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; transposition, DNA-mediated [GO:0006313]
Q44148	Y1434_NOSS1	reviewed	UPF0437 protein asl1434	asl1434	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	71	nitrogen fixation [GO:0009399]
A4VGZ1	Y536_PSEU5	reviewed	UPF0178 protein PST_0536	PST_0536	Pseudomonas stutzeri (strain A1501)	151	
